72.05,24.71,2.08,2.20,0.12,1
72.06,24.71,2.08,2.20,0.12,1
72.07,24.71,2.08,2.20,0.12,1
72.08,24.71,2.08,2.20,0.12,1
72.09,24.71,2.08,2.20,0.12,1
72.10,24.71,2.08,2.20,0.12,1
72.11,24.71,2.08,2.20,0.12,1
72.12,24.71,2.08,2.20,0.12,1
72.13,24.71,2.08,2.20,0.12,1
72.14,24.71,2.08,2.20,0.12,1
72.15,24.71,2.08,2.20,0.12,1
72.16,24.71,2.08,2.20,0.12,1
72.17,24.71,2.08,2.20,0.12,1
72.18,24.71,2.08,2.20,0.12,1
72.19,24.71,2.08,2.20,0.12,1
72.20,24.71,2.08,2.20,0.12,1
72.21,24.71,2.08,2.20,0.12,1
72.22,24.71,2.08,2.20,0.12,1
72.23,24.71,2.08,2.20,0.12,1
72.24,24.71,2.08,2.20,0.12,1
72.25,24.71,2.08,2.20,0.12,1
72.26,24.71,2.08,2.20,0.12,1
72.27,24.71,2.08,2.20,0.12,1
72.28,24.71,2.08,2.20,0.12,1
72.29,24.71,2.08,2.20,0.12,1
72.30,24.71,2.08,2.20,0.12,1
72.31,24.71,2.08,2.20,0.12,1
72.32,24.71,2.08,2.20,0.12,1
72.33,24.71,2.08,2.20,0.12,1
72.34,24.71,2.08,2.20,0.12,1
72.35,24.71,2.08,2.20,0.12,1
72.36,24.71,2.08,2.20,0.12,1
72.37,24.71,2.08,2.20,0.12,1
72.38,24.71,2.08,2.20,0.12,1
72.39,24.71,2.08,2.20,0.12,1
72.40,24.71,2.08,2.20,0.12,1
72.41,24.71,2.08,2.20,0.12,1
72.42,24.71,2.08,2.20,0.12,1
72.43,24.71,2.08,2.20,0.12,1
72.44,24.71,2.08,2.20,0.12,1
72.45,24.71,2.08,2.20,0.12,1
72.46,24.71,2.08,2.20,0.12,1
72.47,24.71,2.08,2.20,0.12,1
72.48,24.71,2.08,2.20,0.12,1
72.49,24.71,2.08,2.20,0.12,1
72.50,24.71,2.08,2.20,0.12,1
72.51,24.71,2.08,2.20,0.12,1
72.52,24.71,2.08,2.20,0.12,1
72.53,24.71,2.08,2.20,0.12,1
72.54,24.71,2.08,2.20,0.12,1
72.55,24.71,2.08,2.20,0.12,1
72.56,24.71,2.08,2.20,0.12,1
72.57,24.71,2.08,2.20,0.12,1
72.58,24.71,2.08,2.20,0.12,1
72.59,24.71,2.08,2.20,0.12,1
72.60,24.71,2.08,2.20,0.12,1
72.61,24.71,2.08,2.20,0.12,1
72.62,24.71,2.08,2.20,0.12,1
72.63,24.71,2.08,2.20,0.12,1
72.64,24.71,2.08,2.20,0.12,1
72.65,24.71,2.08,2.20,0.12,1
72.66,24.71,2.08,2.20,0.12,1
72.67,24.71,2.08,2.20,0.12,1
72.68,24.71,2.08,2.20,0.12,1
72.69,24.71,2.08,2.20,0.12,1
72.70,24.71,2.08,2.20,0.12,1
72.71,24.71,2.08,2.20,0.12,1
72.72,24.71,2.08,2.20,0.12,1
72.73,24.71,2.08,2.20,0.12,1
72.74,24.71,2.08,2.20,0.12,1
72.75,24.71,2.08,2.20,0.12,1
72.76,24.71,2.08,2.20,0.12,1
72.77,24.71,2.08,2.20,0.12,1
72.78,24.71,2.08,2.20,0.12,1
72.79,24.71,2.08,2.20,0.12,1
72.80,24.71,2.08,2.20,0.12,1
72.81,24.71,2.08,2.20,0.12,1
72.82,24.71,2.08,2.20,0.12,1
72.83,24.71,2.08,2.20,0.12,1
72.84,24.71,2.08,2.20,0.12,1
72.85,24.71,2.08,2.20,0.12,1
72.86,24.71,2.08,2.20,0.12,1
72.87,24.71,2.08,2.20,0.12,1
72.88,24.71,2.08,2.20,0.12,1
72.89,24.71,2.08,2.20,0.12,1
72.90,24.71,2.08,2.20,0.12,1
72.91,24.71,2.08,2.20,0.12,1
72.92,24.71,2.08,2.20,0.12,1
72.93,24.71,2.08,2.20,0.12,1
72.94,24.71,2.08,2.20,0.12,1
72.95,24.71,2.08,2.20,0.12,1
72.96,24.71,2.08,2.20,0.12,1
72.97,24.71,2.08,2.20,0.12,1
72.98,24.71,2.08,2.20,0.12,1
72.99,24.71,2.08,2.20,0.12,1
73.00,24.71,2.08,2.20,0.12,1
73.01,24.71,2.08,2.20,0.12,1
73.02,24.71,2.08,2.20,0.12,1
73.03,24.71,2.08,2.20,0.12,1
73.04,24.71,2.08,2.20,0.12,1
73.05,24.71,2.08,2.20,0.12,1
73.06,24.71,2.08,2.20,0.12,1
73.07,24.71,2.08,2.20,0.12,1
73.08,24.71,2.08,2.20,0.12,1
73.09,24.71,2.08,2.20,0.12,1
73.10,24.71,2.08,2.20,0.12,1
73.11,24.71,2.08,2.20,0.12,1
73.12,24.71,2.08,2.20,0.12,1
73.13,24.71,2.08,2.20,0.12,1
73.14,24.71,2.08,2.20,0.12,1
73.15,24.71,2.08,2.20,0.12,1
73.16,24.71,2.08,2.20,0.12,1
73.17,24.71,2.08,2.20,0.12,1
73.18,24.71,2.08,2.20,0.12,1
73.19,24.71,2.08,2.20,0.12,1
73.20,24.71,2.08,2.20,0.12,1
73.21,24.71,2.08,2.20,0.12,1
73.22,24.71,2.08,2.20,0.12,1
73.23,24.71,2.08,2.20,0.12,1
