Datos
4.976,0.00,0
4.978,0.00,0
4.980,0.00,0
4.982,0.00,0
4.984,0.00,0
4.986,0.00,0
4.988,0.00,0
4.990,0.00,0
4.992,0.00,0
4.994,0.00,0
4.996,0.00,0
4.998,0.00,40
5.000,0.00,40
5.002,-0.06,40
5.004,-0.16,40
5.006,-0.34,40
5.008,-0.54,40
5.010,-0.80,40
5.012,-1.12,40
5.014,-1.48,40
5.016,-1.88,40
5.018,-2.32,40
5.020,-2.82,40
5.022,-3.36,40
5.024,-4.00,40
5.026,-4.64,40
5.028,-5.32,40
5.030,-6.06,40
5.032,-6.82,40
5.035,-7.60,40
5.036,-8.40,40
5.038,-9.24,40
5.040,-10.16,40
5.042,-11.20,40
5.045,-12.34,40
5.047,-13.76,0
5.050,-14.88,0
5.052,-15.98,0
5.054,-17.06,0
5.056,-18.12,0
5.058,-19.18,0
5.060,-20.22,0
5.062,-21.24,0
5.064,-22.28,0
5.066,-23.28,0
5.068,-24.28,0
5.070,-25.26,0
5.072,-26.26,0
5.074,-27.26,0
5.076,-28.22,0
5.079,-29.20,0
5.081,-30.16,0
5.083,-31.12,0
5.085,-32.06,0
5.087,-32.98,0
5.089,-33.88,0
5.091,-34.78,0
5.093,-35.66,0
5.095,-36.52,0
5.096,-37.34,0
5.098,-38.16,0
5.100,-38.98,0
5.102,-39.76,0
5.104,-40.52,0
5.105,-41.28,0
5.107,-42.00,0
5.109,-42.70,0
5.110,-43.40,0
5.112,-44.10,0
5.114,-44.78,0
5.116,-45.48,0
5.118,-46.26,0
5.120,-46.90,0
5.122,-47.52,0
5.124,-48.18,0
5.126,-48.94,0
5.128,-49.70,0
5.130,-50.42,0
5.132,-51.14,0
5.134,-51.84,0
5.136,-52.56,0
5.138,-53.26,0
5.140,-53.96,0
5.142,-54.64,0
5.144,-55.30,0
5.146,-55.96,0
5.148,-56.60,0
5.150,-57.26,0
5.152,-57.88,0
5.154,-58.50,0
5.156,-59.10,0
5.158,-59.68,0
5.160,-60.24,0
5.163,-60.80,0
5.164,-61.18,0
5.166,-61.62,0
5.168,-62.18,0
5.170,-62.70,0
5.172,-63.20,0
5.174,-63.68,0
5.176,-64.14,0
5.178,-64.58,0
5.180,-65.02,0
5.182,-65.44,0
5.184,-65.86,0
5.186,-66.26,0
5.188,-66.64,0
5.190,-67.02,0
5.192,-67.34,0
5.194,-67.66,0
5.196,-67.94,0
5.198,-68.20,0
5.200,-68.44,0
5.202,-68.68,0
5.204,-68.90,0
5.206,-69.00,0
5.208,-69.20,0
5.210,-69.38,0
5.212,-69.56,0
5.214,-69.74,0
5.216,-69.90,0
5.218,-70.06,0
5.220,-70.22,0
5.222,-70.36,0
5.224,-70.50,0
5.226,-70.62,0
5.228,-70.72,0
5.230,-70.82,0
5.232,-70.88,0
5.234,-70.94,0
5.236,-70.98,0
5.238,-70.98,0
5.240,-70.98,0
5.242,-70.96,0
5.244,-70.94,0
5.246,-70.92,0
5.248,-70.90,0
5.250,-70.86,0
5.252,-70.84,0
5.254,-70.80,0
5.256,-70.76,0
5.258,-70.74,0
5.260,-70.70,0
5.262,-70.68,0
5.264,-70.66,0
5.266,-70.66,0
5.268,-70.64,0
5.270,-70.64,0
5.272,-70.64,0
5.274,-70.64,0
5.276,-70.64,0
5.278,-70.64,0
5.280,-70.64,0
5.282,-70.64,0
5.284,-70.64,0
5.286,-70.64,0
5.288,-70.64,0
5.291,-70.64,0
5.292,-70.64,0
5.294,-70.64,0
5.296,-70.64,0
5.298,-70.64,0
5.300,-70.64,0
5.302,-70.64,0
5.304,-70.64,0
5.306,-70.64,0
5.308,-70.64,0
5.310,-70.64,0
5.312,-70.64,0
5.314,-70.64,0
5.316,-70.64,0
5.318,-70.64,0
5.320,-70.64,0
5.322,-70.64,0
5.324,-70.64,0
5.326,-70.64,0
5.328,-70.64,0
5.330,-70.64,0
5.332,-70.64,0
5.334,-70.64,0
5.336,-70.64,0
5.338,-70.64,0
5.340,-70.64,0
5.342,-70.64,0
5.344,-70.64,0
5.346,-70.64,0
5.348,-70.64,0
5.350,-70.64,0
5.352,-70.64,0
5.354,-70.64,0
5.356,-70.64,0
5.358,-70.64,0
5.360,-70.64,0
5.362,-70.64,0
5.364,-70.64,0
5.366,-70.64,0
5.368,-70.64,0
5.370,-70.64,0
5.372,-70.64,0
5.374,-70.64,0
5.376,-70.64,0
5.378,-70.64,0
5.380,-70.64,0
5.382,-70.64,0
5.384,-70.64,0
5.386,-70.64,0
5.388,-70.64,0
5.390,-70.64,0
5.392,-70.64,0
5.394,-70.64,0
5.396,-70.64,0
5.398,-70.64,0
5.400,-70.64,0
5.402,-70.64,0
5.404,-70.64,0
5.406,-70.64,0
5.408,-70.64,0
5.410,-70.64,0
5.412,-70.64,0
5.414,-70.64,0
5.416,-70.64,0
5.419,-70.64,0
5.420,-70.64,0
5.422,-70.64,0
5.424,-70.64,0
5.426,-70.64,0
5.428,-70.64,0
5.430,-70.64,0
5.432,-70.64,0
5.434,-70.64,0
5.436,-70.64,0
5.438,-70.64,0
5.440,-70.64,0
5.442,-70.64,0
5.444,-70.64,0
5.446,-70.64,0
5.448,-70.64,0
5.450,-70.64,0
5.452,-70.64,0
5.454,-70.64,0
5.456,-70.64,0
5.458,-70.64,0
5.460,-70.64,0
5.462,-70.64,0
5.464,-70.64,0
5.466,-70.64,0
5.468,-70.64,0
5.470,-70.64,0
5.472,-70.64,0
5.474,-70.64,0
5.476,-70.64,0
5.478,-70.64,0
5.480,-70.64,0
5.482,-70.64,0
5.484,-70.64,0
5.486,-70.64,0
5.488,-70.64,0
5.490,-70.64,0
5.492,-70.64,0
5.494,-70.64,0
5.496,-70.64,0
5.498,-70.64,0
5.500,-70.64,0
5.502,-70.64,0
5.504,-70.64,0
5.506,-70.64,0
5.508,-70.64,0
5.510,-70.64,0
5.512,-70.64,0
5.514,-70.64,0
5.516,-70.64,0
5.518,-70.64,0
5.520,-70.64,0
5.522,-70.64,0
5.524,-70.64,0
5.526,-70.64,0
5.528,-70.64,0
5.530,-70.64,0
5.532,-70.64,0
5.534,-70.64,0
5.536,-70.64,0
5.538,-70.64,0
5.540,-70.64,0
5.542,-70.64,0
5.544,-70.64,0
5.547,-70.64,0
5.548,-70.64,0
5.550,-70.64,0
5.552,-70.64,0
5.554,-70.64,0
5.556,-70.64,0
5.558,-70.64,0
5.560,-70.64,0
5.562,-70.64,0
5.564,-70.64,0
5.566,-70.64,0
5.568,-70.64,0
5.570,-70.64,0
5.572,-70.64,0
5.574,-70.64,0
5.576,-70.64,0
5.578,-70.64,0
5.580,-70.64,0
5.582,-70.64,0
5.584,-70.64,0
5.586,-70.64,0
5.588,-70.64,0
5.590,-70.64,0
5.592,-70.64,0
5.594,-70.64,0
5.596,-70.64,0
5.598,-70.64,0
5.600,-70.64,0
5.602,-70.64,0
5.604,-70.64,0
5.606,-70.64,0
5.608,-70.64,0
5.610,-70.64,0
5.612,-70.64,0
5.614,-70.64,0
5.616,-70.64,0
5.618,-70.64,0
5.620,-70.64,0
5.622,-70.64,0
5.624,-70.64,0
5.626,-70.64,0
5.628,-70.64,0
5.630,-70.64,0
5.632,-70.64,0
5.634,-70.64,0
5.636,-70.64,0
5.638,-70.64,0
5.640,-70.64,0
5.642,-70.64,0
5.644,-70.64,0
5.646,-70.64,0
5.648,-70.64,0
5.650,-70.64,0
5.652,-70.64,0
5.654,-70.64,0
5.656,-70.64,0
5.658,-70.64,0
5.660,-70.64,0
5.662,-70.64,0
